Name,Mean index value,Index value SD,CV,index_id,measurement_id,altitude_id,annotation_method_id,variety_id,plot_id
POLO3duzykwadrat,0.7189,0.31942,0.444317708,MCARI,4,50,bounded,polonez,three
POLO3malykwadrat,0.8968,0.20557,0.229226137,MCARI,4,50,edges,polonez,three
POLO4duzykwadrat,0.70779,0.30262,0.427556196,MCARI,4,50,bounded,polonez,four
POLO4malykwadrat,0.86532,0.17221,0.199013082,MCARI,4,50,edges,polonez,four
POLO5duzykwadrat,0.72632,0.28407,0.391108602,MCARI,4,50,bounded,polonez,five
POLO5malykwadrat,0.84573,0.16535,0.19551157,MCARI,4,50,edges,polonez,five
ENRO2duzykwadrat,0.54869,0.2369,0.431755636,MCARI2,4,50,bounded,enrosadira,two
ENRO2malykwadrat,0.695,0.15899,0.22876259,MCARI2,4,50,edges,enrosadira,two
ENRO3duzykwadrat,0.69331,0.18197,0.262465564,MCARI2,4,50,bounded,enrosadira,three
ENRO3malykwadrat,0.7996,0.06614,0.082716358,MCARI2,4,50,edges,enrosadira,three
ENRO4duzykwadrat,0.66505,0.21609,0.324922938,MCARI2,4,50,bounded,enrosadira,four
ENRO4malykwadrat,0.7864,0.07141,0.090806205,MCARI2,4,50,edges,enrosadira,four
ENRO5duzykwadrat,0.66766,0.2204,0.330108139,MCARI2,4,50,bounded,enrosadira,five
ENRO5malykwadrat,0.80404,0.0613,0.076239988,MCARI2,4,50,edges,enrosadira,five
POLO2duzykwadrat,0.64933,0.19692,0.303266444,MCARI2,4,50,bounded,polonez,two
POLO2malykwadrat,0.74258,0.1247,0.167928035,MCARI2,4,50,edges,polonez,two
POLO3duzykwadrat,0.63747,0.2247,0.352487176,MCARI2,4,50,bounded,polonez,three
POLO3malykwadrat,0.77984,0.09644,0.123666393,MCARI2,4,50,edges,polonez,three
POLO4duzykwadrat,0.64655,0.2172,0.335936896,MCARI2,4,50,bounded,polonez,four
POLO4malykwadrat,0.77974,0.0745,0.095544669,MCARI2,4,50,edges,polonez,four
POLO5duzykwadrat,0.67042,0.20474,0.305390651,MCARI2,4,50,bounded,polonez,five
POLO5malykwadrat,0.77024,0.07872,0.102201911,MCARI2,4,50,edges,polonez,five
ENRO2duzykwadrat,0.28135,0.08604,0.305811267,NDRE,4,50,bounded,enrosadira,two
ENRO2malykwadrat,0.27765,0.07303,0.263028993,NDRE,4,50,edges,enrosadira,two
ENRO3duzykwadrat,0.28431,0.08435,0.296683198,NDRE,4,50,bounded,enrosadira,three
ENRO3malykwadrat,0.29789,0.07497,0.25167008,NDRE,4,50,edges,enrosadira,three
ENRO4duzykwadrat,0.31102,0.09413,0.302649347,NDRE,4,50,bounded,enrosadira,four
ENRO4malykwadrat,0.31474,0.08615,0.273717989,NDRE,4,50,edges,enrosadira,four
ENRO5duzykwadrat,0.28203,0.09663,0.342623125,NDRE,4,50,bounded,enrosadira,five
ENRO5malykwadrat,0.29078,0.08436,0.290116239,NDRE,4,50,edges,enrosadira,five
POLO2duzykwadrat,0.25668,0.07957,0.309996883,NDRE,4,50,bounded,polonez,two
POLO2malykwadrat,0.255,0.0694,0.272156863,NDRE,4,50,edges,polonez,two
POLO3duzykwadrat,0.28217,0.09223,0.326859695,NDRE,4,50,bounded,polonez,three
POLO3malykwadrat,0.27406,0.07483,0.273042399,NDRE,4,50,edges,polonez,three
POLO4duzykwadrat,0.29219,0.09943,0.340292276,NDRE,4,50,bounded,polonez,four
POLO4malykwadrat,0.27817,0.07836,0.281698242,NDRE,4,50,edges,polonez,four
POLO5duzykwadrat,0.28313,0.09654,0.340974111,NDRE,4,50,bounded,polonez,five
POLO5malykwadrat,0.27085,0.07727,0.285287059,NDRE,4,50,edges,polonez,five
ENRO2duzykwadrat,0.78994,0.13816,0.174899359,NDVI,4,50,bounded,enrosadira,two
ENRO2malykwadrat,0.8543,0.08434,0.098724102,NDVI,4,50,edges,enrosadira,two
ENRO3duzykwadrat,0.84406,0.1045,0.123806364,NDVI,4,50,bounded,enrosadira,three
ENRO3malykwadrat,0.89023,0.03721,0.041798187,NDVI,4,50,edges,enrosadira,three
ENRO4duzykwadrat,0.86612,0.07411,0.085565511,NDVI,4,50,bounded,enrosadira,four
ENRO4malykwadrat,0.8969,0.04098,0.045690712,NDVI,4,50,edges,enrosadira,four
ENRO5duzykwadrat,0.84993,0.12099,0.1423529,NDVI,4,50,bounded,enrosadira,five
ENRO5malykwadrat,0.89888,0.03637,0.040461463,NDVI,4,50,edges,enrosadira,five
POLO2duzykwadrat,0.8141,0.1096,0.134627196,NDVI,4,50,bounded,polonez,two
POLO2malykwadrat,0.84965,0.06419,0.075548755,NDVI,4,50,edges,polonez,two
POLO3duzykwadrat,0.8308,0.11746,0.141381801,NDVI,4,50,bounded,polonez,three
POLO3malykwadrat,0.8733,0.05336,0.061101569,NDVI,4,50,edges,polonez,three
POLO4duzykwadrat,0.85833,0.07695,0.089650834,NDVI,4,50,bounded,polonez,four
POLO4malykwadrat,0.88165,0.03818,0.043305166,NDVI,4,50,edges,polonez,four
POLO5duzykwadrat,0.86986,0.05293,0.060848872,NDVI,4,50,bounded,polonez,five
POLO5malykwadrat,0.87993,0.04344,0.049367563,NDVI,4,50,edges,polonez,five
ENRO2duzykwadrat,0.55016,0.13978,0.254071543,OSAVI,4,50,bounded,enrosadira,two
ENRO2malykwadrat,0.63681,0.0863,0.135519229,OSAVI,4,50,edges,enrosadira,two
ENRO3duzykwadrat,0.63156,0.09978,0.15798974,OSAVI,4,50,bounded,enrosadira,three
ENRO3malykwadrat,0.68963,0.02923,0.042385047,OSAVI,4,50,edges,enrosadira,three
ENRO4duzykwadrat,0.61743,0.1201,0.194515978,OSAVI,4,50,bounded,enrosadira,four
ENRO4malykwadrat,0.68409,0.03077,0.044979462,OSAVI,4,50,edges,enrosadira,four
ENRO5duzykwadrat,0.61497,0.12766,0.207587362,OSAVI,4,50,bounded,enrosadira,five
ENRO5malykwadrat,0.69092,0.02693,0.038977016,OSAVI,4,50,edges,enrosadira,five
POLO2duzykwadrat,0.60687,0.10997,0.181208496,OSAVI,4,50,bounded,polonez,two
POLO2malykwadrat,0.65826,0.06396,0.097165254,OSAVI,4,50,edges,polonez,two
POLO3duzykwadrat,0.60096,0.12478,0.207634452,OSAVI,4,50,bounded,polonez,three
POLO3malykwadrat,0.67815,0.04702,0.069335693,OSAVI,4,50,edges,polonez,three
POLO4duzykwadrat,0.60817,0.11766,0.193465643,OSAVI,4,50,bounded,polonez,four
POLO4malykwadrat,0.67922,0.03167,0.046627013,OSAVI,4,50,edges,polonez,four
POLO5duzykwadrat,0.6222,0.11026,0.1772099,OSAVI,4,50,bounded,polonez,five
POLO5malykwadrat,0.67557,0.03445,0.050993975,OSAVI,4,50,edges,polonez,five
ENRO2duzykwadrat,0.94571,0.03418,0.036142158,SIPI2,4,50,bounded,enrosadira,two
ENRO2malykwadrat,0.93551,0.02682,0.028668854,SIPI2,4,50,edges,enrosadira,two
ENRO3duzykwadrat,0.93839,0.0298,0.031756519,SIPI2,4,50,bounded,enrosadira,three
ENRO3malykwadrat,0.93663,0.02284,0.024385296,SIPI2,4,50,edges,enrosadira,three
ENRO4duzykwadrat,0.94103,0.02809,0.02985027,SIPI2,4,50,bounded,enrosadira,four
ENRO4malykwadrat,0.94145,0.02492,0.026469807,SIPI2,4,50,edges,enrosadira,four
ENRO5duzykwadrat,0.93943,0.02944,0.031338152,SIPI2,4,50,bounded,enrosadira,five
ENRO5malykwadrat,0.9372,0.02403,0.025640205,SIPI2,4,50,edges,enrosadira,five
POLO2duzykwadrat,0.93524,0.03126,0.033424576,SIPI2,4,50,bounded,polonez,two
POLO2malykwadrat,0.92989,0.02533,0.027239781,SIPI2,4,50,edges,polonez,two
POLO3duzykwadrat,0.93845,0.03176,0.033843039,SIPI2,4,50,bounded,polonez,three
POLO3malykwadrat,0.93142,0.02514,0.026991046,SIPI2,4,50,edges,polonez,three
POLO4duzykwadrat,0.93761,0.02816,0.030033809,SIPI2,4,50,bounded,polonez,four
POLO4malykwadrat,0.93165,0.0253,0.027156121,SIPI2,4,50,edges,polonez,four
POLO5duzykwadrat,0.93669,0.0253,0.027010003,SIPI2,4,50,bounded,polonez,five
POLO5malykwadrat,0.93481,0.02359,0.025235075,SIPI2,4,50,edges,polonez,five
ENRO2duzykwadrat,0.75559,0.09717,0.12860149,GNDVI,5,30,bounded,enrosadira,two
ENRO2malykwadrat,0.77345,0.07677,0.099256578,GNDVI,5,30,edges,enrosadira,two
ENRO3duzykwadrat,0.78196,0.07512,0.096066295,GNDVI,5,30,bounded,enrosadira,three
ENRO3malykwadrat,0.80333,0.05753,0.071614405,GNDVI,5,30,edges,enrosadira,three
ENRO4duzykwadrat,0.78749,0.07904,0.100369529,GNDVI,5,30,bounded,enrosadira,four
ENRO4malykwadrat,0.81046,0.06713,0.082829504,GNDVI,5,30,edges,enrosadira,four
ENRO5duzykwadrat,0.76148,0.10727,0.14087041,GNDVI,5,30,bounded,enrosadira,five
ENRO5malykwadrat,0.80704,0.06524,0.08083862,GNDVI,5,30,edges,enrosadira,five
POLO2duzykwadrat,0.75613,0.07979,0.105524182,GNDVI,5,30,bounded,polonez,two
POLO2malykwadrat,0.76962,0.06407,0.083248876,GNDVI,5,30,edges,polonez,two
POLO3duzykwadrat,0.74514,0.10855,0.145677322,GNDVI,5,30,bounded,polonez,three
POLO3malykwadrat,0.78128,0.06755,0.08646068,GNDVI,5,30,edges,polonez,three
POLO4duzykwadrat,0.77462,0.08456,0.109163203,GNDVI,5,30,bounded,polonez,four
POLO4malykwadrat,0.79323,0.05946,0.074959343,GNDVI,5,30,edges,polonez,four
POLO5duzykwadrat,0.76682,0.0866,0.112933935,GNDVI,5,30,bounded,polonez,five
POLO5malykwadrat,0.78742,0.0618,0.078484163,GNDVI,5,30,edges,polonez,five
ENRO2duzykwadrat,0.4252,0.10632,0.250047037,LCI,5,30,bounded,enrosadira,two
ENRO2malykwadrat,0.4203,0.0887,0.211039734,LCI,5,30,edges,enrosadira,two
ENRO3duzykwadrat,0.43919,0.10064,0.229149115,LCI,5,30,bounded,enrosadira,three
ENRO3malykwadrat,0.45112,0.08793,0.194914879,LCI,5,30,edges,enrosadira,three
ENRO4duzykwadrat,0.46379,0.10747,0.231721253,LCI,5,30,bounded,enrosadira,four
ENRO4malykwadrat,0.47673,0.10256,0.215132255,LCI,5,30,edges,enrosadira,four
ENRO5duzykwadrat,0.42865,0.11172,0.260632217,LCI,5,30,bounded,enrosadira,five
ENRO5malykwadrat,0.46626,0.09769,0.209518295,LCI,5,30,edges,enrosadira,five
POLO2duzykwadrat,0.39737,0.10151,0.255454614,LCI,5,30,bounded,polonez,two
POLO2malykwadrat,0.39607,0.08648,0.218345242,LCI,5,30,edges,polonez,two
POLO3duzykwadrat,0.39581,0.1121,0.283216695,LCI,5,30,bounded,polonez,three
POLO3malykwadrat,0.41537,0.09214,0.221826324,LCI,5,30,edges,polonez,three
POLO4duzykwadrat,0.43696,0.11439,0.261785976,LCI,5,30,bounded,polonez,four
POLO4malykwadrat,0.44161,0.09393,0.212698988,LCI,5,30,edges,polonez,four
POLO5duzykwadrat,0.42417,0.10454,0.246457788,LCI,5,30,bounded,polonez,five
POLO5malykwadrat,0.43689,0.09037,0.206848406,LCI,5,30,edges,polonez,five
ENRO2duzykwadrat,0.66495,0.31867,0.479239041,MCARI,5,30,bounded,enrosadira,two
ENRO2malykwadrat,0.83887,0.24985,0.297841143,MCARI,5,30,edges,enrosadira,two
ENRO3duzykwadrat,0.82206,0.28524,0.346981972,MCARI,5,30,bounded,enrosadira,three
ENRO3malykwadrat,0.93139,0.20721,0.222473937,MCARI,5,30,edges,enrosadira,three
ENRO4duzykwadrat,0.74833,0.28169,0.376424839,MCARI,5,30,bounded,enrosadira,four
ENRO4malykwadrat,0.85449,0.20906,0.244660558,MCARI,5,30,edges,enrosadira,four
ENRO5duzykwadrat,0.74496,0.23827,0.319842676,MCARI,5,30,bounded,enrosadira,five
ENRO5malykwadrat,0.83627,0.17931,0.214416397,MCARI,5,30,edges,enrosadira,five
POLO2duzykwadrat,0.79386,0.28297,0.35644824,MCARI,5,30,bounded,polonez,two
POLO2malykwadrat,0.91243,0.2054,0.225113159,MCARI,5,30,edges,polonez,two
POLO3duzykwadrat,0.79406,0.32172,0.4051583,MCARI,5,30,bounded,polonez,three
POLO3malykwadrat,0.94453,0.2395,0.253565265,MCARI,5,30,edges,polonez,three
POLO4duzykwadrat,0.75384,0.30009,0.398081821,MCARI,5,30,bounded,polonez,four
POLO4malykwadrat,0.87511,0.19351,0.221126487,MCARI,5,30,edges,polonez,four
POLO5duzykwadrat,0.75505,0.2559,0.338917952,MCARI,5,30,bounded,polonez,five
POLO5malykwadrat,0.84251,0.17974,0.213338714,MCARI,5,30,edges,polonez,five
ENRO2duzykwadrat,0.60897,0.23518,0.38619308,MCARI2,5,30,bounded,enrosadira,two
ENRO2malykwadrat,0.73968,0.1537,0.207792559,MCARI2,5,30,edges,enrosadira,two
ENRO3duzykwadrat,0.73268,0.1747,0.238439701,MCARI2,5,30,bounded,enrosadira,three
ENRO3malykwadrat,0.82173,0.07925,0.096442871,MCARI2,5,30,edges,enrosadira,three
ENRO4duzykwadrat,0.70917,0.195,0.27496933,MCARI2,5,30,bounded,enrosadira,four
ENRO4malykwadrat,0.80443,0.07976,0.099150952,MCARI2,5,30,edges,enrosadira,four
ENRO5duzykwadrat,0.71525,0.18355,0.256623558,MCARI2,5,30,bounded,enrosadira,five
ENRO5malykwadrat,0.8093,0.07575,0.093599407,MCARI2,5,30,edges,enrosadira,five
POLO2duzykwadrat,0.68773,0.18571,0.270033298,MCARI2,5,30,bounded,polonez,two
POLO2malykwadrat,0.77179,0.09938,0.128765597,MCARI2,5,30,edges,polonez,two
POLO3duzykwadrat,0.68473,0.22059,0.322156178,MCARI2,5,30,bounded,polonez,three
POLO3malykwadrat,0.79679,0.11572,0.145232746,MCARI2,5,30,edges,polonez,three
POLO4duzykwadrat,0.68973,0.20696,0.300059444,MCARI2,5,30,bounded,polonez,four
POLO4malykwadrat,0.79941,0.07812,0.09772207,MCARI2,5,30,edges,polonez,four
POLO5duzykwadrat,0.71046,0.1857,0.261379951,MCARI2,5,30,bounded,polonez,five
POLO5malykwadrat,0.78991,0.08074,0.102214176,MCARI2,5,30,edges,polonez,five
ENRO2duzykwadrat,0.30675,0.08508,0.277359413,NDRE,5,30,bounded,enrosadira,two
ENRO2malykwadrat,0.2947,0.07185,0.243807262,NDRE,5,30,edges,enrosadira,two
ENRO3duzykwadrat,0.31015,0.08406,0.271030147,NDRE,5,30,bounded,enrosadira,three
ENRO3malykwadrat,0.31533,0.07507,0.238068056,NDRE,5,30,edges,enrosadira,three
ENRO4duzykwadrat,0.33244,0.0925,0.278245698,NDRE,5,30,bounded,enrosadira,four
ENRO4malykwadrat,0.33863,0.08935,0.263857307,NDRE,5,30,edges,enrosadira,four
ENRO5duzykwadrat,0.30261,0.0873,0.288490136,NDRE,5,30,bounded,enrosadira,five
ENRO5malykwadrat,0.3274,0.0837,0.25565058,NDRE,5,30,edges,enrosadira,five
POLO2duzykwadrat,0.27913,0.08255,0.295740336,NDRE,5,30,bounded,polonez,two
POLO2malykwadrat,0.27285,0.06934,0.254132307,NDRE,5,30,edges,polonez,two
POLO3duzykwadrat,0.27989,0.08581,0.30658473,NDRE,5,30,bounded,polonez,three
POLO3malykwadrat,0.28752,0.07538,0.262173066,NDRE,5,30,edges,polonez,three
POLO4duzykwadrat,0.31069,0.09613,0.309408092,NDRE,5,30,bounded,polonez,four
POLO4malykwadrat,0.30788,0.08005,0.260003898,NDRE,5,30,edges,polonez,four
POLO5duzykwadrat,0.29774,0.08531,0.286525156,NDRE,5,30,bounded,polonez,five
POLO5malykwadrat,0.30327,0.07587,0.250173113,NDRE,5,30,edges,polonez,five
ENRO2duzykwadrat,0.82415,0.13122,0.159218589,NDVI,5,30,bounded,enrosadira,two
ENRO2malykwadrat,0.85848,0.08821,0.102751375,NDVI,5,30,edges,enrosadira,two
ENRO3duzykwadrat,0.87111,0.07881,0.090470779,NDVI,5,30,bounded,enrosadira,three
ENRO3malykwadrat,0.89568,0.04239,0.04732717,NDVI,5,30,edges,enrosadira,three
ENRO4duzykwadrat,0.87811,0.07947,0.09050119,NDVI,5,30,bounded,enrosadira,four
ENRO4malykwadrat,0.90291,0.04586,0.05079133,NDVI,5,30,edges,enrosadira,four
ENRO5duzykwadrat,0.85622,0.12846,0.150031534,NDVI,5,30,bounded,enrosadira,five
ENRO5malykwadrat,0.90728,0.04293,0.047317256,NDVI,5,30,edges,enrosadira,five
POLO2duzykwadrat,0.83763,0.10053,0.120017191,NDVI,5,30,bounded,polonez,two
POLO2malykwadrat,0.8606,0.06209,0.072147339,NDVI,5,30,edges,polonez,two
POLO3duzykwadrat,0.81964,0.15289,0.186533112,NDVI,5,30,bounded,polonez,three
POLO3malykwadrat,0.87431,0.06614,0.075648225,NDVI,5,30,edges,polonez,three
POLO4duzykwadrat,0.86348,0.10165,0.117721314,NDVI,5,30,bounded,polonez,four
POLO4malykwadrat,0.89277,0.04203,0.047078195,NDVI,5,30,edges,polonez,four
POLO5duzykwadrat,0.86421,0.10529,0.121833814,NDVI,5,30,bounded,polonez,five
POLO5malykwadrat,0.89261,0.04695,0.052598559,NDVI,5,30,edges,polonez,five
ENRO2duzykwadrat,0.58568,0.13785,0.235367436,OSAVI,5,30,bounded,enrosadira,two
ENRO2malykwadrat,0.65903,0.0841,0.127611793,OSAVI,5,30,edges,enrosadira,two
ENRO3duzykwadrat,0.65451,0.09118,0.139310324,OSAVI,5,30,bounded,enrosadira,three
ENRO3malykwadrat,0.70072,0.0373,0.053230962,OSAVI,5,30,edges,enrosadira,three
ENRO4duzykwadrat,0.64009,0.10619,0.165898546,OSAVI,5,30,bounded,enrosadira,four
ENRO4malykwadrat,0.69066,0.03612,0.052297802,OSAVI,5,30,edges,enrosadira,four
ENRO5duzykwadrat,0.63927,0.10615,0.166048774,OSAVI,5,30,bounded,enrosadira,five
ENRO5malykwadrat,0.69109,0.03484,0.050413116,OSAVI,5,30,edges,enrosadira,five
POLO2duzykwadrat,0.63069,0.1023,0.162203301,OSAVI,5,30,bounded,polonez,two
POLO2malykwadrat,0.67572,0.05064,0.074942284,OSAVI,5,30,edges,polonez,two
POLO3duzykwadrat,0.62317,0.13058,0.209541538,OSAVI,5,30,bounded,polonez,three
POLO3malykwadrat,0.68733,0.05971,0.08687239,OSAVI,5,30,edges,polonez,three
POLO4duzykwadrat,0.62989,0.11362,0.180380701,OSAVI,5,30,bounded,polonez,four
POLO4malykwadrat,0.68878,0.03427,0.049754639,OSAVI,5,30,edges,polonez,four
POLO5duzykwadrat,0.63929,0.10477,0.163884935,OSAVI,5,30,bounded,polonez,five
POLO5malykwadrat,0.68255,0.03645,0.053402681,OSAVI,5,30,edges,polonez,five
ENRO2duzykwadrat,0.95042,0.02984,0.031396646,SIPI2,5,30,bounded,enrosadira,two
ENRO2malykwadrat,0.94321,0.02588,0.027438216,SIPI2,5,30,edges,enrosadira,two
ENRO3duzykwadrat,0.94189,0.02555,0.02712631,SIPI2,5,30,bounded,enrosadira,three
ENRO3malykwadrat,0.94193,0.02148,0.022804242,SIPI2,5,30,edges,enrosadira,three
ENRO4duzykwadrat,0.94126,0.02829,0.030055458,SIPI2,5,30,bounded,enrosadira,four
ENRO4malykwadrat,0.94208,0.02523,0.026781165,SIPI2,5,30,edges,enrosadira,four
ENRO5duzykwadrat,0.93738,0.03101,0.033081568,SIPI2,5,30,bounded,enrosadira,five
ENRO5malykwadrat,0.93746,0.02528,0.026966484,SIPI2,5,30,edges,enrosadira,five
POLO2duzykwadrat,0.94323,0.02784,0.029515601,SIPI2,5,30,bounded,polonez,two
POLO2malykwadrat,0.93939,0.02436,0.025931722,SIPI2,5,30,edges,polonez,two
POLO3duzykwadrat,0.94531,0.03158,0.03340703,SIPI2,5,30,bounded,polonez,three
POLO3malykwadrat,0.93938,0.02472,0.026315229,SIPI2,5,30,edges,polonez,three
POLO4duzykwadrat,0.94094,0.02834,0.030118817,SIPI2,5,30,bounded,polonez,four
POLO4malykwadrat,0.93675,0.02481,0.026485188,SIPI2,5,30,edges,polonez,four
POLO5duzykwadrat,0.93573,0.0278,0.029709425,SIPI2,5,30,bounded,polonez,five
POLO5malykwadrat,0.93301,0.02447,0.026226943,SIPI2,5,30,edges,polonez,five
ENRO2duzykwadrat,0.73197,0.08562,0.116972007,GNDVI,5,50,bounded,enrosadira,two
ENRO2malykwadrat,0.76218,0.05986,0.078537878,GNDVI,5,50,edges,enrosadira,two
ENRO3duzykwadrat,0.75239,0.06985,0.092837491,GNDVI,5,50,bounded,enrosadira,three
ENRO3malykwadrat,0.77016,0.05786,0.075127246,GNDVI,5,50,edges,enrosadira,three
ENRO4duzykwadrat,0.77078,0.07269,0.094307066,GNDVI,5,50,bounded,enrosadira,four
ENRO4malykwadrat,0.7943,0.06255,0.078748584,GNDVI,5,50,edges,enrosadira,four
ENRO5duzykwadrat,0.7598,0.10086,0.132745459,GNDVI,5,50,bounded,enrosadira,five
ENRO5malykwadrat,0.80418,0.05858,0.072844388,GNDVI,5,50,edges,enrosadira,five
POLO2duzykwadrat,0.74293,0.06908,0.092983188,GNDVI,5,50,bounded,polonez,two
POLO2malykwadrat,0.74695,0.0594,0.079523395,GNDVI,5,50,edges,polonez,two
POLO3duzykwadrat,0.73195,0.09745,0.133137509,GNDVI,5,50,bounded,polonez,three
POLO3malykwadrat,0.75818,0.06367,0.08397742,GNDVI,5,50,edges,polonez,three
POLO4duzykwadrat,0.76561,0.0732,0.095610036,GNDVI,5,50,bounded,polonez,four
POLO4malykwadrat,0.77504,0.05527,0.071312448,GNDVI,5,50,edges,polonez,four
POLO5duzykwadrat,0.78334,0.05612,0.071641943,GNDVI,5,50,bounded,polonez,five
POLO5malykwadrat,0.78454,0.0532,0.067810437,GNDVI,5,50,edges,polonez,five
ENRO2duzykwadrat,0.31458,0.11602,0.368809206,LCI,5,50,bounded,enrosadira,two
ENRO2malykwadrat,0.30642,0.09534,0.31114157,LCI,5,50,edges,enrosadira,two
ENRO3duzykwadrat,0.30407,0.10465,0.344164173,LCI,5,50,bounded,enrosadira,three
ENRO3malykwadrat,0.31395,0.0918,0.292403249,LCI,5,50,edges,enrosadira,three
ENRO4duzykwadrat,0.34955,0.12114,0.346559863,LCI,5,50,bounded,enrosadira,four
ENRO4malykwadrat,0.35979,0.11191,0.311042553,LCI,5,50,edges,enrosadira,four
ENRO5duzykwadrat,0.32637,0.11831,0.362502681,LCI,5,50,bounded,enrosadira,five
ENRO5malykwadrat,0.36602,0.10679,0.291760013,LCI,5,50,edges,enrosadira,five
POLO2duzykwadrat,0.29971,0.1182,0.394381235,LCI,5,50,bounded,polonez,two
POLO2malykwadrat,0.2865,0.09333,0.325759162,LCI,5,50,edges,polonez,two
POLO3duzykwadrat,0.29255,0.12294,0.420235857,LCI,5,50,bounded,polonez,three
POLO3malykwadrat,0.29918,0.09938,0.332174611,LCI,5,50,edges,polonez,three
POLO4duzykwadrat,0.3356,0.12982,0.386829559,LCI,5,50,bounded,polonez,four
POLO4malykwadrat,0.32577,0.10041,0.308223593,LCI,5,50,edges,polonez,four
POLO5duzykwadrat,0.35959,0.11816,0.328596457,LCI,5,50,bounded,polonez,five
POLO5malykwadrat,0.34489,0.0951,0.275740091,LCI,5,50,edges,polonez,five
ENRO2duzykwadrat,0.56997,0.28569,0.501236907,MCARI,5,50,bounded,enrosadira,two
ENRO2malykwadrat,0.71963,0.20227,0.281074997,MCARI,5,50,edges,enrosadira,two
ENRO3duzykwadrat,0.76212,0.22176,0.290977799,MCARI,5,50,bounded,enrosadira,three
ENRO3malykwadrat,0.84778,0.15886,0.187383519,MCARI,5,50,edges,enrosadira,three
ENRO4duzykwadrat,0.68621,0.25417,0.370396817,MCARI,5,50,bounded,enrosadira,four
ENRO4malykwadrat,0.7866,0.17231,0.2190567,MCARI,5,50,edges,enrosadira,four
ENRO5duzykwadrat,0.74989,0.21737,0.289869181,MCARI,5,50,bounded,enrosadira,five
ENRO5malykwadrat,0.83809,0.15897,0.189681299,MCARI,5,50,edges,enrosadira,five
POLO2duzykwadrat,0.66621,0.2506,0.376157668,MCARI,5,50,bounded,polonez,two
POLO2malykwadrat,0.75585,0.1774,0.234702653,MCARI,5,50,edges,polonez,two
POLO3duzykwadrat,0.68707,0.2678,0.389771057,MCARI,5,50,bounded,polonez,three
POLO3malykwadrat,0.81306,0.1881,0.23134824,MCARI,5,50,edges,polonez,three
POLO4duzykwadrat,0.67145,0.26267,0.391198153,MCARI,5,50,bounded,polonez,four
POLO4malykwadrat,0.79099,0.15471,0.195590336,MCARI,5,50,edges,polonez,four
POLO5duzykwadrat,0.70848,0.26692,0.376750226,MCARI,5,50,bounded,polonez,five
POLO5malykwadrat,0.81475,0.16332,0.200454127,MCARI,5,50,edges,polonez,five
ENRO2duzykwadrat,0.56228,0.23463,0.417283204,MCARI2,5,50,bounded,enrosadira,two
ENRO2malykwadrat,0.70362,0.1285,0.182626986,MCARI2,5,50,edges,enrosadira,two
ENRO3duzykwadrat,0.72214,0.14597,0.20213532,MCARI2,5,50,bounded,enrosadira,three
ENRO3malykwadrat,0.79011,0.07296,0.092341573,MCARI2,5,50,edges,enrosadira,three
ENRO4duzykwadrat,0.68603,0.19222,0.280191828,MCARI2,5,50,bounded,enrosadira,four
ENRO4malykwadrat,0.78278,0.07179,0.091711592,MCARI2,5,50,edges,enrosadira,four
ENRO5duzykwadrat,0.73029,0.17078,0.233852305,MCARI2,5,50,bounded,enrosadira,five
ENRO5malykwadrat,0.81958,0.05843,0.071292613,MCARI2,5,50,edges,enrosadira,five
POLO2duzykwadrat,0.637,0.17958,0.281915228,MCARI2,5,50,bounded,polonez,two
POLO2malykwadrat,0.71112,0.1086,0.152716841,MCARI2,5,50,edges,polonez,two
POLO3duzykwadrat,0.65218,0.1986,0.304517158,MCARI2,5,50,bounded,polonez,three
POLO3malykwadrat,0.75748,0.10311,0.136122406,MCARI2,5,50,edges,polonez,three
POLO4duzykwadrat,0.66192,0.19322,0.291908388,MCARI2,5,50,bounded,polonez,four
POLO4malykwadrat,0.77212,0.07115,0.092148889,MCARI2,5,50,edges,polonez,four
POLO5duzykwadrat,0.69623,0.19268,0.276747627,MCARI2,5,50,bounded,polonez,five
POLO5malykwadrat,0.78609,0.07735,0.098398402,MCARI2,5,50,edges,polonez,five
ENRO2duzykwadrat,0.21468,0.09032,0.42071921,NDRE,5,50,bounded,enrosadira,two
ENRO2malykwadrat,0.20015,0.0714,0.356732451,NDRE,5,50,edges,enrosadira,two
ENRO3duzykwadrat,0.19934,0.07893,0.395956657,NDRE,5,50,bounded,enrosadira,three
ENRO3malykwadrat,0.2039,0.06921,0.339431094,NDRE,5,50,edges,enrosadira,three
ENRO4duzykwadrat,0.23589,0.0961,0.407393277,NDRE,5,50,bounded,enrosadira,four
ENRO4malykwadrat,0.23946,0.08701,0.363359225,NDRE,5,50,edges,enrosadira,four
ENRO5duzykwadrat,0.21693,0.08699,0.401004932,NDRE,5,50,bounded,enrosadira,five
ENRO5malykwadrat,0.24272,0.08336,0.343441002,NDRE,5,50,edges,enrosadira,five
POLO2duzykwadrat,0.19966,0.09054,0.453470901,NDRE,5,50,bounded,polonez,two
POLO2malykwadrat,0.18658,0.06893,0.369439383,NDRE,5,50,edges,polonez,two
POLO3duzykwadrat,0.19455,0.09101,0.467797481,NDRE,5,50,bounded,polonez,three
POLO3malykwadrat,0.19444,0.07393,0.380220119,NDRE,5,50,edges,polonez,three
POLO4duzykwadrat,0.22572,0.10161,0.45015949,NDRE,5,50,bounded,polonez,four
